SUMMARY
Total Turnover:,1286
Total Balance:,+199
Total Profit/Loss:,+49

Batch ID,Test #,File,Seq Codes,Divisor,Bypass,c>7,A1 Wait,Always Bet,Div<1,Loss Limit,Sequences,Turnover,Final Balance,Final Bank,Profit/Loss,Status,Success
20251118_045434,109,2012-01-09_90.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,110,2012-01-10_106.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,111,2012-01-11_120.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,112,2012-01-12_53b.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,113,2012-01-12_92a.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,114,2012-01-14_219.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,115,2012-01-18_133.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,116,2012-01-19_31b.xls,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,100,3,81,12,253,3,ACTIVE,Yes
20251118_045434,117,2012-01-19_42.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,118,2012-01-20_43.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,119,2012-01-21_53.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,120,2012-01-21_81b.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,121,2012-01-22_176.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,122,2012-01-24_86.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,123,2012-01-25_52.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,124,2012-01-25b_43.xls,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,100,6,138,21,255,5,ACTIVE,Yes
20251118_045434,125,2012-01-26a_71.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,126,2012-01-26b_74.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,127,2012-01-27a_103.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,128,2012-01-27b_57.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,129,2012-01-28a_73.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,130,2012-01-28b_48.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,131,2012-01-29_176.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,132,2012-01-31_104.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,133,2012-02-01_61.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,134,2012-02-01_70.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,135,2012-02-02_79.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,136,2012-02-02b_51.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,137,2012-02-04a_71.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,138,2012-02-04b_96.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,139,2012-02-05_113.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,140,2012-02-06_88.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,141,2012-02-07_119.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,142,2012-02-07b_36.xls,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,100,2,142,20,255,5,ACTIVE,Yes
20251118_045434,143,2012-02-08_159.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,144,2012-02-09_111.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,145,2012-02-11_139.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,146,2012-02-12_121.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,147,2012-02-14_110.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,148,2012-02-15a_99.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,149,2012-02-15b_52.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,150,2012-02-15c_29.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,151,2012-02-20a_95.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,152,2012-02-20b_71.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,153,2012-02-20c_63.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,154,2012-02-21a_126..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,155,2012-02-21b_49..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,156,2012-02-21c_33.xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,157,2012-02-22_100..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,158,2012-02-22b_92..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,159,2012-02-23_84..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,160,2012-02-24_76..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,161,2012-02-24b_35..xls,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,100,2,146,25,256,6,ACTIVE,Yes
20251118_045434,162,2012-02-25a_121..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,163,2012-02-25b_141..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,164,2012-02-26_123..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,165,2012-02-27_74..xls,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,100,8,286,44,261,11,ACTIVE,Yes
20251118_045434,166,2012-02-27a_74..xls,"Alternative (8, 44, 10)",8,Dis,Ena,Dis,Ena,Dis,100,8,286,44,261,11,ACTIVE,Yes
20251118_045434,167,2012-02-28a_125..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,168,2012-02-28b_82..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
20251118_045434,169,2012-02-29_82..xls,"Alternative (8, 44, 10)",8,-,-,-,-,-,-,-,-,-,-,-,ERROR: name 'max_bet_cap' i,-
